,customer_id,age,gender,name
11735,C208904,20,Hombre,Juan David Correa
11736,C315808,57,Mujer,Laura Valentina Sánchez
11737,C448238,22,Mujer,Guadalupe Londoño
11738,C522224,18,Mujer,Catalina Álvarez
11739,C419584,37,Mujer,María Fernanda Arias
11740,C107037,27,Mujer,Juliana Castro
11741,C331546,33,Hombre,Juan Hernández
11742,C346965,65,Hombre,Tomás Montoya
11743,C314893,24,Mujer,María Victoria Martínez
11744,C174172,42,Hombre,Javier López
11745,C325283,31,Mujer,María Victoria Jiménez
11746,C251710,45,Mujer,Tatiana Gutiérrez
11747,C116794,64,Mujer,Antonia Restrepo
11748,C259423,49,Mujer,Catalina Jiménez
11749,C259637,27,Mujer,Valeria Mejía
11750,C237614,20,Mujer,Catalina Parra
11751,C115622,31,Mujer,Patricia Henao
11752,C108829,47,Mujer,Danna Sofía García
11753,C292353,30,Hombre,Fernando Valencia
11754,C302724,67,Hombre,Emiliano Moreno
11755,C929054,41,Mujer,Camila Ramírez
11756,C196738,66,Hombre,Diego Cárdenas
11757,C153703,56,Mujer,Laura Botero
11758,C126874,28,Mujer,Sofía Cárdenas
11759,C223732,46,Hombre,Sergio Aguirre
11760,C285574,36,Mujer,Valentina López
11761,C320745,24,Mujer,Carolina Castañeda
11762,C444687,45,Mujer,Sara Valentina Hernández
11763,C162533,27,Mujer,Ana María Romero
11764,C147517,19,Hombre,Luis Fernando Ramírez
11765,C373960,44,Hombre,Juan José Ruiz
11766,C338391,65,Mujer,Lorena Rojas
11767,C682159,20,Hombre,Martín Gallego
11768,C119958,30,Hombre,Felipe Guerrero
11769,C189557,69,Mujer,Carolina García
11770,C182469,62,Hombre,Nicolas Cardona
11771,C225074,54,Hombre,Diego Ortiz
11772,C375342,61,Mujer,María Paula Rojas
11773,C169025,22,Hombre,Martín Rincón
11774,C315247,67,Hombre,Esteban Mejía
11775,C727693,36,Mujer,Diana Vargas
11776,C226924,68,Mujer,Manuela Marín
11777,C826453,49,Mujer,Leidy Johanna Mora
11778,C227705,58,Hombre,Emiliano Rodríguez
11779,C300923,54,Hombre,Jorge Vega
11780,C756461,64,Hombre,Maximiliano Bedoya
11781,C319090,34,Mujer,Valentina Cruz
11782,C262944,44,Mujer,Gabriela López
11783,C613990,33,Mujer,Mariana Mesa
11784,C506711,25,Hombre,Martín Arias
11785,C272570,58,Hombre,Victor Marín
11786,C852186,18,Hombre,Alejandro Martínez
11787,C365884,50,Mujer,Sara Sofía Moreno
11788,C339505,18,Hombre,Manuel Vega
11789,C212497,50,Mujer,Tatiana Gómez
11790,C428500,32,Hombre,Fernando Álvarez
11791,C193624,66,Hombre,Oscar Osorio
11792,C883258,34,Mujer,Tatiana Mendoza
11793,C299685,44,Mujer,Sandra Ramírez
11794,C357137,56,Hombre,Daniel Pineda
11795,C159688,63,Hombre,Tomás Correa
11796,C183582,45,Hombre,Fernando Bedoya
11797,C495223,40,Mujer,Laura Sofía Torres
11798,C121089,62,Mujer,María José Ríos
11799,C529664,68,Mujer,Patricia Vargas
11800,C688136,32,Mujer,Paula Ángel
11801,C271038,69,Mujer,Guadalupe Quintero
11802,C258771,37,Hombre,Sergio Londoño
11803,C170055,63,Mujer,Laura Sofía Escobar
11804,C117220,66,Hombre,Víctor Manuel Díaz
11805,C454519,52,Hombre,José Luis Ortiz
11806,C919593,64,Mujer,Alejandra Ochoa
11807,C719563,25,Mujer,Valeria Torres
11808,C973715,33,Hombre,Ricardo Bedoya
11809,C133591,54,Mujer,Sara Osorio
11810,C109270,36,Mujer,Laura Sofía García
11811,C170200,38,Mujer,Andrea Castro
11812,C216246,63,Mujer,Luciana Muñoz
11813,C279333,20,Mujer,Antonella Rodríguez
11814,C111731,55,Mujer,Alejandra Salazar
11815,C360990,36,Mujer,Mariana Castro
11816,C393397,22,Hombre,Esteban Soto
11817,C250074,66,Hombre,Kevin Santiago Escobar
11818,C166134,24,Hombre,Brayan Stiven Mendoza
11819,C170351,62,Hombre,Daniel Alejandro Botero
11820,C960058,50,Mujer,Paola Suárez
11821,C223563,20,Hombre,Francisco Sánchez
11822,C150017,29,Hombre,Daniel Aguirre
11823,C145697,38,Hombre,Luis Fernando García
11824,C969322,50,Mujer,Sara Gutiérrez
11825,C312594,48,Hombre,Juan José Mesa
11826,C192117,30,Mujer,Daniela Jiménez
11827,C181265,45,Hombre,Juan Camilo Rodríguez
11828,C265262,65,Hombre,José Luis Londoño
11829,C140737,54,Mujer,María Alejandra Mendoza
11830,C256800,56,Hombre,Cristian Camilo Ríos
11831,C151388,44,Hombre,Maximiliano Quintero
11832,C519692,36,Mujer,Camila González
11833,C861092,23,Hombre,Andrés Ochoa
11834,C413031,35,Mujer,Gloria Torres
11835,C271558,28,Mujer,Paola Ruiz
11836,C113893,19,Hombre,Carlos Andrés Bedoya
11837,C924911,50,Hombre,Oscar Correa
11838,C446366,23,Hombre,Alejandro Franco
11839,C573384,38,Mujer,Ana María Rodríguez
11840,C489225,50,Hombre,Javier Martínez
11841,C384159,38,Hombre,Oscar Marín
11842,C305250,27,Mujer,Lorena Guerrero
11843,C148422,61,Mujer,Liliana Soto
11844,C259279,39,Mujer,Salomé González
11845,C172744,19,Hombre,Luis Fernando Aguirre
11846,C254600,27,Hombre,Juan Pablo García
11847,C117987,55,Hombre,Andrés Guerrero
11848,C118415,40,Mujer,Luciana García
11849,C181528,65,Mujer,Luciana Sánchez
11850,C309796,47,Hombre,Felipe Suárez
11851,C881554,19,Mujer,Manuela Vega
11852,C183411,63,Hombre,Samuel Ortiz
11853,C219526,19,Mujer,Manuela Londoño
11854,C300746,63,Mujer,María Isabel Osorio
11855,C120691,59,Mujer,Luz Marina Vega
11856,C173650,58,Mujer,Patricia Pineda
11857,C231040,53,Hombre,José Gallego
11858,C205525,38,Hombre,Gabriel Castro
11859,C241336,59,Mujer,Isabella Muñoz
11860,C662069,24,Mujer,Lorena Martínez
11861,C316323,46,Mujer,Laura Romero
11862,C273184,69,Hombre,Camilo Cardona
11863,C340927,39,Mujer,María Fernanda Díaz
11864,C193757,47,Mujer,Sofía Castro
11865,C750888,29,Mujer,Ana María Mendoza
11866,C155077,54,Mujer,Alejandra Gallego
11867,C247481,35,Mujer,Alejandra Ríos
11868,C176040,67,Hombre,Mario Peña
11869,C176732,25,Mujer,Laura Sofía Mesa
11870,C181354,60,Hombre,Daniel Alejandro Osorio
11871,C238370,37,Mujer,María Camila Cárdenas
11872,C191187,35,Mujer,Sofía Soto
11873,C364761,46,Mujer,Tatiana Botero
11874,C199473,33,Hombre,Juan David Londoño
11875,C176775,46,Mujer,Laura Sofía Castañeda
11876,C317155,47,Mujer,Alejandra Zapata
11877,C114127,23,Mujer,Liliana Ortiz
11878,C260224,21,Hombre,Sergio Díaz
11879,C326160,43,Mujer,Andrea Ramírez
11880,C200433,54,Mujer,Juana Mejía
11881,C324907,55,Hombre,Mauricio Mora
11882,C235029,24,Mujer,Sara Valentina Castañeda
11883,C152696,64,Mujer,María Isabel Henao
11884,C116875,41,Mujer,Ximena Gallego
11885,C131530,19,Hombre,David Ríos
11886,C805688,48,Hombre,Carlos Andrés Vega
11887,C301884,46,Hombre,Juan Sebastián Parra
11888,C856203,62,Hombre,Oscar Soto
11889,C200066,57,Mujer,María Fernanda Jiménez
11890,C287284,48,Hombre,Jhon Jairo Sánchez
11891,C266373,63,Hombre,Luis Moreno
11892,C168741,33,Mujer,Danna Sofía Montoya
11893,C131050,40,Mujer,Camila Salazar
11894,C898265,34,Mujer,Luz Marina González
11895,C332238,39,Mujer,Gabriela Londoño
11896,C120533,20,Hombre,Francisco Quintero
11897,C247881,54,Mujer,Dulce María Martínez
11898,C113643,55,Hombre,Hector Rincón
11899,C101432,30,Hombre,Manuel Correa
11900,C184843,22,Mujer,Laura Valentina Gómez
11901,C801451,27,Mujer,Isabel Henao
11902,C332780,63,Hombre,Juan Mendoza
11903,C152094,46,Hombre,Hector Mejía
11904,C112969,31,Mujer,Valeria Jiménez
11905,C289195,55,Mujer,Sofía Rodríguez
11906,C175034,37,Hombre,Sebastián Salazar
11907,C121616,40,Mujer,Paola Peña
11908,C133885,34,Mujer,Sara Sofía Henao
11909,C923476,64,Mujer,Ana María Castañeda
11910,C146848,45,Hombre,Julian Osorio
11911,C143643,64,Mujer,Leidy Johanna Valencia
11912,C626072,28,Mujer,Carolina Peña
11913,C108173,63,Hombre,Luis Gutiérrez
11914,C300430,19,Mujer,Valentina Franco
11915,C189527,32,Mujer,María Isabel Quintero
11916,C128333,43,Mujer,Sandra Milena Mejía
11917,C282323,23,Mujer,Marcela Henao
11918,C299508,22,Mujer,Antonella Díaz
11919,C293343,42,Mujer,Juana Vega
11920,C318658,56,Hombre,Martín Gutiérrez
11921,C467746,41,Mujer,Laura Arias
11922,C737288,65,Hombre,Víctor Manuel Suárez
11923,C182587,64,Hombre,Miguel Ángel Peña
11924,C469760,69,Mujer,Andrea Quintero
11925,C154008,19,Mujer,Juliana Soto
11926,C444281,66,Mujer,Antonella Gallego
11927,C317558,48,Mujer,Tatiana Moreno
11928,C305715,24,Mujer,María José Rojas
11929,C296004,37,Mujer,Sandra Montoya
11930,C262110,43,Hombre,Oscar Rodríguez
11931,C312853,28,Mujer,María Fernanda Osorio
11932,C147624,29,Mujer,Laura Valentina Zapata
11933,C202455,50,Mujer,Paola Álvarez
11934,C142364,23,Hombre,Jhon Jairo Jiménez
11935,C199797,66,Hombre,Kevin Santiago Soto
11936,C160267,56,Mujer,Sofía Ruiz
11937,C312677,31,Hombre,Hector Ochoa
11938,C156142,54,Mujer,Manuela Castañeda
11939,C781345,62,Mujer,Gloria Valencia
11940,C332917,64,Hombre,Manuel Cardona
11941,C178779,55,Mujer,Ana Lucía Ortiz
11942,C241553,27,Mujer,Juliana Ortiz
11943,C288923,48,Mujer,Antonella Moreno
11944,C861976,62,Mujer,Ana María López
11945,C258424,31,Mujer,Marcela García
11946,C285440,22,Mujer,Dulce María González
11947,C221803,32,Mujer,Sandra Gómez
11948,C233390,46,Mujer,Sara Sofía Aguirre
11949,C168454,58,Mujer,María Victoria Ríos
11950,C125187,35,Hombre,Juan David Ramírez
11951,C748709,66,Mujer,Alejandra Ramírez
11952,C676360,32,Mujer,Ana García
11953,C215411,62,Hombre,Oscar Aguirre
11954,C676397,47,Hombre,Víctor Manuel Mesa
11955,C516713,18,Hombre,Victor Cárdenas
11956,C132479,66,Hombre,Sergio Moreno
11957,C221530,42,Hombre,Javier Arias
11958,C294876,44,Hombre,Esteban Gallego
11959,C174623,61,Mujer,Isabel Arias
11960,C131223,29,Hombre,Daniel Alejandro Cárdenas
11961,C231641,46,Hombre,Victor Correa
11962,C162118,44,Hombre,Juan Camilo Rojas
11963,C330677,21,Hombre,Julian Suárez
11964,C585580,67,Mujer,Monica Vargas
11965,C986461,43,Hombre,Daniel Alejandro Arias
11966,C185740,49,Mujer,Laura Valentina Bedoya
11967,C200802,47,Mujer,Isabella Sánchez
11968,C274750,48,Mujer,Alejandra Montoya
11969,C316382,66,Mujer,Paula Vega
11970,C420895,62,Hombre,Gabriel Vega
11971,C248058,63,Mujer,Mariana Guerrero
11972,C321789,23,Mujer,Lorena Díaz
11973,C531068,69,Hombre,Juan Henao
11974,C115807,28,Mujer,Ana Sofía Ortiz
11975,C266013,66,Mujer,Juliana Londoño
11976,C163213,27,Mujer,Guadalupe Castro
11977,C998726,44,Mujer,Ana Sofía Henao
11978,C200639,39,Hombre,Víctor Manuel Ochoa
11979,C585252,31,Mujer,Luciana Vargas
11980,C887345,59,Mujer,Alejandra Vargas
11981,C463065,36,Mujer,Juliana Ríos
11982,C130422,21,Mujer,Marcela Cardona
11983,C286670,69,Mujer,Daniela Botero
11984,C116900,60,Hombre,Nicolas Suárez
11985,C252756,46,Hombre,Tomás Mora
11986,C230102,42,Mujer,Claudia Hernández
11987,C463415,40,Mujer,María Isabel Peña
11988,C258391,25,Mujer,María Camila Ángel
11989,C279887,37,Hombre,Jhon Jairo Mejía
11990,C101747,47,Mujer,Patricia Pineda
11991,C101061,57,Hombre,Ricardo Escobar
11992,C133166,39,Mujer,Guadalupe Rodríguez
11993,C593800,63,Hombre,Julian Ortiz
11994,C730290,25,Hombre,Victor Vega
11995,C252621,22,Mujer,Claudia Ramírez
11996,C217777,68,Mujer,Paula Romero
11997,C317484,61,Mujer,María Victoria Cárdenas
11998,C701147,23,Hombre,Andrés Felipe Ortiz
11999,C303563,40,Hombre,Felipe Ríos
12000,C128014,40,Hombre,David Mora
12001,C457993,22,Mujer,Laura Sofía Valencia
12002,C153917,47,Mujer,Claudia Escobar
12003,C157225,56,Hombre,Tomás Quintero
12004,C264084,49,Hombre,Hector Ángel
12005,C503900,48,Mujer,Antonia González
12006,C346334,62,Mujer,Patricia Ruiz
12007,C115918,67,Hombre,Oscar Vargas
12008,C171567,41,Mujer,Tatiana Vargas
12009,C131023,29,Hombre,Hector Botero
12010,C954530,43,Hombre,Juan Sebastián Moreno
12011,C598528,21,Hombre,Ricardo Soto
12012,C302372,44,Mujer,Marcela Cárdenas
12013,C166684,44,Hombre,Juan Pablo Suárez
12014,C311529,21,Mujer,Alejandra Aguirre
12015,C212052,38,Mujer,Patricia Quintero
12016,C236684,39,Mujer,Paola Londoño
12017,C325587,29,Mujer,Isabella Ruiz
12018,C664378,68,Hombre,José Castañeda
12019,C445030,42,Mujer,Isabella Zapata
12020,C233313,28,Mujer,Guadalupe Cruz
12021,C152485,62,Mujer,Carolina Soto
12022,C247994,53,Mujer,María Marín
12023,C231235,69,Hombre,Samuel Henao
12024,C212751,55,Mujer,Liliana Muñoz
12025,C312972,34,Mujer,Paula Martínez
12026,C261975,23,Hombre,Miguel Martínez
12027,C202507,68,Mujer,Catalina Ramírez
12028,C113441,29,Hombre,Juan Camilo Mesa
12029,C814575,33,Mujer,Isabella Salazar
12030,C178373,43,Hombre,Samuel Mendoza
12031,C262775,48,Mujer,María Jiménez
12032,C123692,31,Hombre,Juan Rincón
12033,C282512,42,Mujer,Ana María Marín
12034,C171938,62,Mujer,Sara Sofía Mejía
12035,C123933,63,Mujer,Antonella Castañeda
12036,C748681,28,Hombre,Andrés Felipe Jiménez
12037,C234726,22,Hombre,José Luis Ramírez
12038,C190417,69,Hombre,Simón Gutiérrez
12039,C125149,22,Mujer,Paola Quintero
12040,C252266,30,Mujer,Alejandra Restrepo
12041,C285223,44,Hombre,Luis Zapata
12042,C186646,46,Hombre,Luis Fernando Sánchez
12043,C147826,29,Mujer,Laura Ochoa
12044,C273986,64,Mujer,Sara Aguirre
12045,C301259,65,Mujer,Antonella Mesa
12046,C222759,37,Hombre,Diego Vega
12047,C145192,44,Mujer,Guadalupe Aguirre
12048,C287538,44,Mujer,Luciana Botero
12049,C299570,49,Mujer,María Victoria Ochoa
12050,C726704,18,Mujer,Juana Suárez
12051,C150328,63,Mujer,Juliana Rojas
12052,C122871,62,Hombre,Víctor Manuel Gutiérrez
12053,C280645,30,Mujer,Leidy Johanna Castro
12054,C165186,22,Hombre,Carlos Alberto Ángel
12055,C126136,50,Hombre,Esteban Mesa
12056,C339307,32,Hombre,Julian Ochoa
12057,C783199,44,Hombre,Ivan Castañeda
12058,C174882,44,Hombre,Cristian López
12059,C338728,37,Mujer,Laura Torres
12060,C223154,40,Hombre,Fernando Ochoa
12061,C269795,36,Mujer,María Paula Pérez
12062,C278168,62,Mujer,Andrea Quintero
12063,C112688,48,Hombre,Víctor Manuel Ochoa
12064,C418235,37,Mujer,Liliana Osorio
12065,C120171,54,Hombre,Sebastián Henao
12066,C206197,54,Mujer,Guadalupe Cárdenas
12067,C259158,18,Mujer,Dulce María Osorio
12068,C489127,52,Mujer,Sara Mora
12069,C104959,68,Mujer,Sara Valentina Arias
12070,C579316,26,Hombre,Martín Botero
12071,C167313,50,Mujer,Isabella Rojas
12072,C800285,48,Mujer,Ana María Cardona
12073,C270863,50,Mujer,Monica Bedoya
12074,C565996,47,Mujer,Luciana Parra
12075,C252727,18,Mujer,Paola Henao
12076,C156990,39,Hombre,Emiliano Parra
12077,C173716,46,Hombre,Sergio Castro
12078,C323938,38,Mujer,Catalina González
12079,C914540,38,Hombre,Camilo Rojas
12080,C109877,41,Hombre,Daniel Alejandro Montoya
12081,C324328,51,Hombre,Mauricio Cárdenas
12082,C793508,66,Hombre,Ivan Soto
12083,C233169,24,Hombre,Samuel Martínez
12084,C357870,61,Mujer,Sara Valentina Restrepo
12085,C999240,62,Mujer,Danna Sofía Osorio
12086,C292053,63,Hombre,Sebastián Gallego
12087,C632475,51,Mujer,Isabel Guerrero
12088,C143807,52,Hombre,Esteban Martínez
12089,C458349,18,Hombre,Mateo Escobar
12090,C343883,40,Hombre,Alejandro Muñoz
12091,C179134,27,Mujer,Ana María Ortiz
12092,C303994,60,Mujer,Leidy Johanna Vega
12093,C310718,22,Mujer,Danna Sofía Valencia
12094,C240089,61,Mujer,Carolina Mendoza
12095,C108914,46,Hombre,Diego Rodríguez
12096,C131244,50,Hombre,Sebastián Ramírez
12097,C962893,40,Mujer,Danna Sofía González
12098,C202758,62,Mujer,Gloria Montoya
12099,C263122,27,Hombre,Camilo Cárdenas
12100,C213881,30,Mujer,Clara Inés Rojas
12101,C358324,49,Hombre,Sebastián Rodríguez
12102,C995927,19,Hombre,Andrés Felipe Cardona
12103,C195164,44,Mujer,Luz Marina García
12104,C281262,56,Hombre,Juan Sebastián Álvarez
12105,C305045,49,Mujer,Isabel Peña
12106,C222698,58,Mujer,Daniela Ríos
12107,C124834,65,Mujer,Valeria Ochoa
12108,C149768,65,Mujer,Sara Escobar
12109,C148445,37,Mujer,Sofía Valencia
12110,C689171,51,Mujer,Andrea Torres
12111,C520062,30,Mujer,Valentina Pérez
12112,C241737,21,Mujer,Isabel Hernández
12113,C886048,22,Mujer,Sara Sofía Jiménez
12114,C100851,50,Hombre,Maximiliano García
12115,C301470,37,Hombre,Carlos Alberto Rodríguez
12116,C703222,53,Hombre,Cristian Camilo Pérez
12117,C246841,34,Mujer,Sandra Marín
12118,C140920,28,Hombre,Alejandro Cárdenas
12119,C173068,51,Hombre,Mario Montoya
12120,C106571,57,Hombre,Diego Alejandro Rojas
12121,C435235,19,Mujer,Isabel Botero
12122,C197143,55,Mujer,Mariana Ruiz
12123,C198936,65,Hombre,Juan Camilo Gómez
12124,C167887,18,Mujer,Gloria Correa
12125,C239929,69,Mujer,Ximena Cárdenas
12126,C239879,28,Hombre,Oscar Cárdenas
12127,C656461,69,Mujer,Andrea Londoño
12128,C156127,64,Hombre,Julian Ochoa
12129,C322002,21,Hombre,Esteban Botero
12130,C263996,36,Hombre,Sebastián Ruiz
12131,C160726,30,Hombre,Carlos Alberto Osorio
12132,C304038,63,Mujer,María Fernanda Jiménez
12133,C311679,26,Hombre,Simón Mendoza
12134,C902139,46,Mujer,Isabella Suárez
12135,C125249,63,Hombre,José Luis Quintero
12136,C307220,45,Mujer,Valentina López
12137,C135917,46,Mujer,Claudia Moreno
12138,C173067,64,Mujer,Laura Sofía Torres
12139,C297119,24,Hombre,Victor Botero
12140,C219247,23,Mujer,María Camila Marín
12141,C335335,51,Hombre,Diego Hernández
12142,C125716,26,Hombre,Andrés Felipe Suárez
12143,C214362,29,Mujer,Luciana Ramírez
12144,C103219,56,Mujer,Diana Torres
12145,C267663,28,Mujer,María José Díaz
12146,C279979,35,Mujer,Isabella Ríos
12147,C668198,29,Mujer,Laura Valentina Arias
12148,C508544,30,Hombre,Fernando Martínez
12149,C177272,19,Mujer,María Victoria Gallego
12150,C318799,30,Mujer,Alejandra Ríos
12151,C309441,58,Hombre,Jerónimo Jiménez
12152,C265563,34,Hombre,Jhon Jairo Castro
12153,C315510,53,Mujer,Laura Zapata
12154,C329200,36,Mujer,Monica Castañeda
12155,C106792,29,Hombre,Andrés Arias
12156,C270300,46,Mujer,Diana Suárez
12157,C978289,39,Mujer,María Isabel Gutiérrez
12158,C397964,61,Hombre,Cristian Camilo Marín
12159,C100753,44,Hombre,Alejandro Arias
12160,C470518,24,Hombre,Kevin Santiago Cárdenas
12161,C300849,64,Hombre,Tomás Jiménez
12162,C293213,31,Hombre,Carlos Restrepo
12163,C238062,51,Hombre,Diego Alejandro Pineda
12164,C198283,63,Mujer,Claudia Torres
12165,C167923,33,Mujer,María Victoria Mora
12166,C177154,63,Mujer,Danna Sofía Romero
12167,C244579,33,Mujer,Guadalupe Vega
12168,C198642,39,Hombre,Miguel Ángel Torres
12169,C796278,18,Hombre,Ricardo García
12170,C237784,34,Mujer,María José Bedoya
12171,C178890,26,Mujer,Monica Zapata
12172,C144213,45,Hombre,Sergio Cárdenas
12173,C170973,52,Hombre,Sergio González
12174,C262547,30,Mujer,Paola Gallego
12175,C296316,67,Mujer,María Fernanda Henao
12176,C122744,62,Mujer,Andrea Ochoa
12177,C103220,21,Hombre,Brayan Stiven Vargas
12178,C258462,45,Mujer,Natalia Hernández
12179,C152497,28,Hombre,Camilo Moreno
12180,C323577,22,Hombre,Felipe Romero
12181,C318305,36,Mujer,María Rojas
12182,C211087,34,Mujer,Laura Quintero
12183,C532126,21,Mujer,Andrea Castañeda
12184,C888175,35,Mujer,Tatiana Rodríguez
12185,C181255,43,Mujer,María Camila Sánchez
12186,C251720,39,Mujer,Salomé Ángel
12187,C112889,48,Mujer,Paula Mora
12188,C673129,58,Mujer,Alejandra Castro
12189,C325304,21,Mujer,Carolina Mesa
12190,C305792,53,Hombre,Juan Sebastián Franco
12191,C265849,41,Mujer,María Isabel Mesa
12192,C160056,66,Mujer,María Fernanda Rincón
12193,C135694,30,Mujer,Mariana Ruiz
12194,C200318,22,Hombre,José Luis Ramírez
12195,C251875,19,Mujer,Patricia Ríos
12196,C932135,66,Hombre,Camilo Rodríguez
12197,C292241,38,Mujer,María Victoria Salazar
12198,C552847,60,Hombre,Miguel Muñoz
12199,C201909,39,Mujer,Valentina Ochoa
12200,C128934,31,Mujer,Paola Peña
12201,C248101,60,Mujer,María Fernanda Aguirre
12202,C116103,46,Mujer,Laura Sofía Salazar
12203,C303463,38,Mujer,Diana Pineda
12204,C193377,69,Hombre,Camilo Restrepo
12205,C182540,21,Mujer,Ana Sofía Mejía
12206,C305131,61,Mujer,Diana Romero
12207,C170637,23,Mujer,Gloria Escobar
12208,C200625,21,Hombre,Juan Esteban Suárez
12209,C290469,32,Hombre,Mario Ramírez
12210,C196651,69,Mujer,María Victoria Vargas
12211,C235110,23,Hombre,Diego Ochoa
12212,C214832,69,Mujer,Laura Sánchez
12213,C290107,31,Mujer,Daniela Guerrero
12214,C261720,58,Mujer,María Fernanda Rincón
12215,C155940,31,Mujer,Laura Sofía Martínez
12216,C176863,22,Hombre,Cristian Londoño
12217,C136679,26,Hombre,Víctor Manuel Guerrero
12218,C307641,52,Hombre,Francisco Restrepo
12219,C185861,64,Hombre,Juan Pablo Bedoya
12220,C125785,19,Hombre,Maximiliano Franco
12221,C187867,19,Mujer,Gabriela García
12222,C775504,32,Hombre,David Henao
12223,C320104,59,Mujer,Dulce María Rincón
12224,C924806,62,Mujer,Sandra Peña
12225,C613529,66,Hombre,Juan Gutiérrez
12226,C289379,64,Mujer,Ana Sofía Martínez
12227,C423646,18,Mujer,Sofía Cruz
12228,C656238,31,Mujer,Luz Marina Arias
12229,C297854,62,Hombre,Miguel Ángel Arias
12230,C340135,26,Hombre,Fernando Arias
12231,C262980,29,Mujer,Clara Inés Aguirre
12232,C966218,21,Hombre,Francisco Rojas
12233,C483436,56,Mujer,María José Rodríguez
12234,C546526,33,Mujer,Isabel Castro
12235,C669977,67,Hombre,Julian Botero
12236,C987315,20,Hombre,Manuel Salazar
12237,C321971,61,Mujer,Laura Mesa
12238,C140529,31,Hombre,Jorge Castañeda
12239,C331560,58,Mujer,Sara Sofía Arias
12240,C223402,35,Mujer,Andrea Martínez
12241,C239903,30,Hombre,Andrés Rincón
12242,C152872,21,Mujer,María Alejandra Ríos
12243,C480847,34,Hombre,Diego Romero
12244,C256810,22,Hombre,Mateo Restrepo
12245,C272087,54,Hombre,Brayan Stiven Mesa
12246,C229975,32,Mujer,Guadalupe Rojas
12247,C189861,42,Mujer,Andrea González
12248,C327595,59,Mujer,Claudia Ríos
12249,C105172,33,Mujer,Daniela Torres
12250,C332610,32,Mujer,Camila Mesa
12251,C585610,21,Hombre,Víctor Manuel Botero
12252,C106353,66,Hombre,José Luis Botero
12253,C131430,25,Mujer,Laura Zapata
12254,C140146,63,Mujer,Clara Inés Ramírez
12255,C751782,66,Mujer,Juliana Aguirre
12256,C263149,27,Hombre,Jhon Jairo Ríos
12257,C275914,45,Mujer,Antonia Martínez
12258,C876839,26,Hombre,Juan José Martínez
12259,C861866,29,Mujer,Tatiana Torres
12260,C290379,34,Mujer,Ana Lucía Cárdenas
12261,C172887,55,Mujer,Dulce María Valencia
12262,C221178,61,Hombre,Diego Mejía
12263,C153525,28,Mujer,Marcela Castro
12264,C267735,18,Hombre,Carlos Alberto Sánchez
12265,C259330,29,Hombre,José Ortiz
12266,C883548,21,Mujer,Antonia Moreno
12267,C186508,24,Mujer,Clara Inés Muñoz
12268,C536056,19,Hombre,Alejandro Correa
12269,C542953,21,Mujer,Gabriela Mendoza
12270,C978071,32,Mujer,Ana Sofía Álvarez
12271,C304265,45,Mujer,Liliana Ortiz
12272,C700728,45,Mujer,Andrea Mendoza
12273,C116024,34,Mujer,Ana María Parra
12274,C134617,37,Mujer,Sofía Aguirre
12275,C220995,40,Mujer,Sara Rincón
12276,C285335,57,Hombre,Daniel Alejandro Osorio
12277,C139655,19,Mujer,Andrea Ruiz
12278,C289923,26,Mujer,Ana Gómez
12279,C243906,40,Mujer,Laura Valentina Martínez
12280,C625883,51,Mujer,Leidy Johanna González
12281,C635480,49,Mujer,Camila Álvarez
12282,C111359,47,Hombre,José Luis Castañeda
12283,C124539,65,Mujer,Alejandra Marín
12284,C269145,64,Hombre,Javier Aguirre
12285,C991404,51,Hombre,Victor Ángel
12286,C166767,53,Hombre,Victor Moreno
12287,C218445,69,Hombre,Luis Fernando Marín
12288,C319787,46,Hombre,Jorge Mendoza
12289,C268697,60,Hombre,Francisco Botero
12290,C148865,36,Mujer,Ana Lucía Mejía
12291,C274884,53,Hombre,Santiago Franco
12292,C589423,46,Hombre,Mateo Romero
12293,C899077,43,Mujer,Ana Ochoa
12294,C242830,44,Hombre,Juan Esteban Hernández
12295,C235318,36,Mujer,Daniela Aguirre
12296,C167152,40,Mujer,Gloria Ortiz
12297,C257417,54,Mujer,María Paula Mejía
12298,C201821,62,Hombre,Jhon Jairo Rodríguez
12299,C290992,35,Hombre,Martín Gutiérrez
12300,C557581,26,Mujer,Carolina Ramírez
12301,C473389,67,Mujer,Gabriela Mejía
12302,C345484,67,Hombre,Diego Mejía
12303,C250717,63,Mujer,Liliana Osorio
12304,C307246,27,Hombre,Santiago José Ángel
12305,C276044,57,Hombre,Carlos Suárez
12306,C116743,60,Mujer,Sara Valentina Pineda
12307,C304807,39,Mujer,Laura Valentina Pineda
12308,C928981,40,Mujer,Marcela Zapata
12309,C177835,30,Hombre,Esteban Ortiz
12310,C106415,60,Mujer,María José Gómez
12311,C250877,40,Mujer,María Alejandra Hernández
12312,C957408,69,Mujer,Laura Valentina Sánchez
12313,C260678,62,Mujer,Laura Jiménez
12314,C197024,38,Mujer,Luciana Jiménez
12315,C321337,57,Mujer,Guadalupe Marín
12316,C324544,48,Hombre,Francisco Quintero
12317,C159964,18,Mujer,Alejandra Muñoz
12318,C331569,31,Mujer,Ana Lucía Ramírez
12319,C835680,56,Mujer,Valentina Ramírez
12320,C145315,19,Mujer,Laura Bedoya
12321,C338868,32,Mujer,Guadalupe Mejía
12322,C145911,35,Mujer,María Alejandra Vega
12323,C228871,32,Mujer,Manuela Pérez
12324,C292534,67,Mujer,Paula Ruiz
